LSOA code,Borough,Burglary_Count,latitude,longitude
E01003212,Lewisham,275,51.46750193536278,-0.0357043939394495
E01001745,Hackney,275,51.55343939279681,-0.0690097253697996
E01033600,Westminster,275,51.52355263181469,-0.1857050027100868
E01002345,Havering,275,51.51849582285215,0.1925705074986089
E01002490,Hillingdon,275,51.496112383659366,-0.4310361450268513
E01001440,Enfield,274,51.65334144426886,-0.0478646686784118
E01004529,Wandsworth,274,51.42152227292943,-0.162621178991402
E01004228,Tower Hamlets,274,51.53086376207154,-0.0331682888090269
E01000555,Brent,274,51.55511688854839,-0.2243894089449428
E01002568,Hounslow,274,51.48879656861825,-0.299486337952241
E01000871,Camden,274,51.55394742100484,-0.2045380168027385
E01001402,Enfield,274,51.63397057688254,-0.0892017837170585
E01001036,Croydon,274,51.35911381098343,-0.0818730565179674
E01002732,Islington,274,51.558950327751845,-0.1094456786103146
E01002765,Islington,274,51.54832711331005,-0.1189754767646395
E01001920,Hammersmith and Fulham,274,51.48143953824917,-0.1910215723104985
E01000977,Croydon,274,51.377604648565736,-0.0751909732418614
E01003321,Lewisham,274,51.44216646826153,-0.0313727759201587
E01002001,Haringey,274,51.57862329559907,-0.1023092970125846
E01001937,Hammersmith and Fulham,273,51.469431056152125,-0.1930417188867315
E01001992,Haringey,273,51.59315334981856,-0.1568462637461193
E01001283,Ealing,273,51.52546764642205,-0.3398269895283944
E01032720,Southwark,273,51.49420303785488,-0.0962026720102453
E01000262,Barnet,273,51.617223594080805,-0.2086348632134596
E01000099,Barking and Dagenham,273,51.5632308088396,0.1339337263020804
E01001172,Croydon,273,51.35833690008697,-0.1171054498456779
E01004249,Tower Hamlets,273,51.51740592763665,-0.0080248786635122
E01000880,Camden,273,51.55371863345045,-0.1845482057332934
E01001796,Hackney,273,51.55377572768056,-0.0459743812411583
E01004755,Westminster,273,51.52246950813898,-0.1979876437928293
E01001806,Hackney,272,51.561913910148846,-0.0858788951883369
E01001518,Enfield,272,51.650207224396894,-0.0683034897397048
E01003952,Southwark,272,51.45734467529931,-0.0768387938187698
E01000495,Brent,271,51.545670740145056,-0.2113308069704763
E01000927,Camden,271,51.54656876475258,-0.1432125909728082
E01000561,Brent,271,51.5486079446553,-0.2079099993496134
E01003664,Redbridge,271,51.57890927678484,0.1294911671524899
E01003935,Southwark,271,51.50751117901558,-0.0966404756817818
E01002010,Haringey,271,51.5784835242843,-0.1574639519668873
E01002542,Hillingdon,271,51.5273534693262,-0.3971643514847792
E01004450,Waltham Forest,271,51.617401228256135,-0.0276336842149138
E01001819,Hackney,271,51.54091693993554,-0.0685492534635311
E01001196,Ealing,271,51.517638536639296,-0.2677604719537944
E01001516,Enfield,271,51.66070771439569,-0.0560300223270537
E01002405,Hillingdon,271,51.51330437738683,-0.4380107297293927
E01004453,Waltham Forest,270,51.613736557990784,-0.0311058078606006
E01003674,Redbridge,270,51.59485570843785,0.0249971371701289
E01001899,Hammersmith and Fulham,270,51.49250040900539,-0.2278858250453196
E01001362,Ealing,270,51.50709880500148,-0.3840096098909162
E01001545,Enfield,270,51.67617203562913,-0.0466949559676993
E01033586,Newham,269,51.53115566992349,-0.0013278571280352
E01002575,Hounslow,269,51.49140345066407,-0.2476743405399952
E01000970,Camden,269,51.55052310791226,-0.1931681550508878
E01000969,Camden,269,51.55102705309004,-0.1886939869810937
E01000856,Camden,269,51.54187860224642,-0.1418108649100561
E01003966,Southwark,269,51.48898393025638,-0.0801152932507467
E01003937,Southwark,269,51.49798480356053,-0.0965847833490257
E01003932,Southwark,269,51.49672971796974,-0.1019550629275393
E01000710,Bromley,269,51.42078289797546,-0.0313210928024561
E01002043,Haringey,269,51.58465286844184,-0.0918316838204265
E01000628,Brent,269,51.55765385723584,-0.2572971331059718
E01002777,Islington,269,51.54872938071584,-0.0825004642385308
E01002797,Islington,269,51.54007382821199,-0.0943600564299734
E01002801,Islington,268,51.53551280555732,-0.1012859223977633
E01032575,Haringey,268,51.60732583639677,-0.0727629302173342
E01003177,Lambeth,268,51.4539917980396,-0.1130637454538426
E01002676,Hounslow,268,51.4835322722972,-0.3568018762660953
E01002449,Hillingdon,268,51.48310481372235,-0.4383907768886007
E01003456,Merton,268,51.42107474350056,-0.1999598632198183
E01004042,Southwark,268,51.49196360203907,-0.0632084362850025
E01003616,Newham,267,51.54754445212873,0.0034158612771791
E01004222,Tower Hamlets,267,51.53470363069088,-0.0321050114737814
E01001995,Haringey,267,51.59973102587704,-0.1564220665955825
E01001939,Hammersmith and Fulham,267,51.475380685563465,-0.1842395653732444
E01000124,Barnet,267,51.617977214006686,-0.1436542036527694
E01000070,Barking and Dagenham,267,51.5452408263958,0.0910267619557841
E01002885,Kensington and Chelsea,267,51.51063575082763,-0.1936117956072663
E01004756,Westminster,267,51.52431615957772,-0.1914038407643332
E01001932,Hammersmith and Fulham,267,51.49153910922152,-0.2365679447277138
E01003851,Richmond upon Thames,267,51.48369800045931,-0.2840212138127402
E01001533,Enfield,267,51.62055156270421,-0.1281121821517875
E01001351,Ealing,266,51.50845102086203,-0.2756178746404029
E01000909,Camden,266,51.563117341647896,-0.1503402126420595
E01004297,Tower Hamlets,266,51.50616537674988,-0.0531947861721202
E01003922,Southwark,266,51.47210250465603,-0.0961490472614124
E01003370,Merton,266,51.42200746979347,-0.1739318696356402
E01001642,Greenwich,266,51.47675179206436,-0.0003597973385891
E01000526,Brent,266,51.54715835959463,-0.2524440533428173
E01002740,Islington,266,51.54828484943444,-0.1026966989403826
E01000240,Barnet,266,51.59824768974941,-0.230884146543899
E01004277,Tower Hamlets,266,51.507132522186446,-0.0248327013089501
E01003038,Lambeth,266,51.46690541722068,-0.1444380129226816
E01001085,Croydon,266,51.411233310461455,-0.1263089589320426
E01002401,Hillingdon,266,51.52198561150801,-0.43039407038395
E01003297,Lewisham,266,51.48494506142735,-0.0480058118148139
E01002189,Harrow,266,51.593917763422255,-0.377808467588544
E01000323,Barnet,265,51.61379788483493,-0.174322378200203
E01002377,Havering,265,51.58555156265037,0.2195092159868913
E01003478,Merton,265,51.43915274408583,-0.1934678019686169
E01002890,Kensington and Chelsea,265,51.49889789352415,-0.1866429397971572
E01002397,Hillingdon,265,51.52374528797654,-0.4189092119982903
E01004409,Waltham Forest,265,51.58388394395405,-0.0142253832157125
E01002867,Kensington and Chelsea,265,51.4974499376536,-0.2076045902439531
E01002543,Hillingdon,265,51.52688256909674,-0.3923261806628545
E01003096,Lambeth,265,51.46556716793579,-0.1227507555848014
E01003327,Lewisham,265,51.424832728664384,-0.0496819950216185
E01000867,Camden,265,51.54265710859081,-0.1370256860919215
E01003741,Redbridge,265,51.54907892415494,0.0971806564914983
E01002535,Hillingdon,265,51.57283286844077,-0.424947753892512
E01002792,Islington,264,51.54011284855192,-0.1042601571835921
E01003896,Richmond upon Thames,264,51.44696551975598,-0.3245678564282728
E01004260,Tower Hamlets,264,51.52787383439416,-0.045500813231848
E01003920,Southwark,264,51.47772636195331,-0.0954217189690369
E01002869,Kensington and Chelsea,264,51.50411108151542,-0.2134499389139721
E01003491,Newham,264,51.53428725729741,0.0346142323466785
E01004537,Wandsworth,263,51.46464280994165,-0.1759689005904073
E01000205,Barnet,263,51.5866717810112,-0.1893432242977671
E01000503,Brent,263,51.55995323089121,-0.2316467120804746
E01003646,Redbridge,263,51.57903389190697,0.0580046501631205
E01003964,Southwark,263,51.485109919508425,-0.0764708903734966
E01032805,Southwark,263,51.476313190640376,-0.0634282666339277
E01002687,Hounslow,263,51.48946454668743,-0.2719823109286017
E01000922,Camden,263,51.54982167019946,-0.1456681653888837
E01032741,Havering,263,51.57836891533569,0.1834569625891873
E01002386,Havering,263,51.55638327004253,0.2426734513627206
E01000273,Barnet,263,51.63256087744128,-0.1723674725192291
E01002912,Kensington and Chelsea,263,51.48447351831072,-0.1811701131888795
E01002334,Havering,263,51.596812444381335,0.1884043749867669
E01004581,Wandsworth,263,51.47443158946551,-0.174431061516061
E01033577,Newham,263,51.50028254326337,0.0243229712273282
E01002095,Haringey,262,51.60008910356862,-0.0753646916900368
E01001582,Greenwich,262,51.469039993234766,0.0244484538870442
E01003017,Lambeth,262,51.50427130088929,-0.1088690696415638
E01004507,Wandsworth,262,51.45830343747594,-0.2088893375546862
E01001664,Greenwich,262,51.48383810978875,0.0032757224725408
E01001493,Enfield,262,51.62418169259778,-0.0952908466747719
E01003941,Southwark,262,51.496734158696775,-0.0837211565437018
E01001395,Enfield,262,51.61047895988282,-0.096515035581012
E01000253,Barnet,261,51.65043538921121,-0.2375488316539534
E01001884,Hammersmith and Fulham,261,51.48444143740957,-0.2006005944180933
E01001245,Ealing,261,51.50614556899282,-0.2481058030122591
E01000845,Camden,261,51.5452264283452,-0.1620633951120014
E01001434,Enfield,261,51.66143393057008,-0.0353588421352489
E01000335,Bexley,261,51.50175104018665,0.1573188303243701
E01002594,Hounslow,261,51.45299002123275,-0.4035644926122078
E01001640,Greenwich,261,51.48270648111367,-0.0139771598041162
E01000588,Brent,261,51.59256975763478,-0.2625812658858264
E01002248,Havering,261,51.56694661471006,0.1718216225533869
E01000289,Barnet,260,51.64427343523985,-0.1949233704777618
E01003973,Southwark,260,51.48769463505269,-0.0918799075611814
E01000106,Barking and Dagenham,260,51.54039322923429,0.1596325373190632
E01001558,Enfield,260,51.61373098987497,-0.0637419835332998
E01000615,Brent,260,51.5578565154632,-0.2720626453990021
E01004229,Tower Hamlets,260,51.52789267813165,-0.0291827220430593
E01000162,Barnet,260,51.61122336242319,-0.1593232933210368
E01004018,Southwark,260,51.45162191830492,-0.0624598536751923
E01003171,Lambeth,260,51.450810157895816,-0.1183030236970405
E01001866,Hammersmith and Fulham,260,51.495995785280265,-0.2108172005380194
E01003014,Lambeth,259,51.4969459092441,-0.1143525022041129
E01004286,Tower Hamlets,259,51.5140604336343,-0.0374207138845616
E01000243,Barnet,259,51.59054176405965,-0.2214969596130692
E01004419,Waltham Forest,259,51.60533863835933,-0.0135484315443695
E01003815,Richmond upon Thames,259,51.42539262746369,-0.3564290144825184
E01003461,Merton,259,51.42506973783175,-0.215728384045581
E01002281,Havering,259,51.60691939088096,0.2321436778712705
E01000535,Brent,259,51.53336890600302,-0.2383922958776492
E01000408,Bexley,259,51.49930958105043,0.1686583747547299
E01001646,Greenwich,259,51.47116400877377,0.0480216403079759
E01000064,Barking and Dagenham,259,51.55304345534432,0.1584472868070896
E01002682,Hounslow,259,51.47834765691641,-0.3236040193981643
E01003338,Lewisham,259,51.47536917148156,-0.0505710134753747
E01001252,Ealing,259,51.50736180244935,-0.3358192737245178
E01003737,Redbridge,258,51.556929221818194,0.1048939429574454
E01001851,Hammersmith and Fulham,258,51.49927640665325,-0.2190046578727417
E01002141,Harrow,258,51.60539154088336,-0.331964444276533
E01003200,Lewisham,258,51.46916399129724,0.0075200018811141
E01001441,Enfield,258,51.66605516427944,-0.0382767259508576
E01003847,Richmond upon Thames,258,51.47834465268812,-0.2961823056604655
E01002047,Haringey,258,51.578812226697146,-0.0957204426921761
E01003791,Redbridge,258,51.56219862706753,0.0209270891412073
E01002878,Kensington and Chelsea,258,51.51654830939628,-0.2147567272040321
E01001953,Hammersmith and Fulham,258,51.47987688776721,-0.1993931280082334
E01000974,Camden,258,51.54691885985379,-0.1998984784112446
E01003193,Lewisham,257,51.43208821655374,-0.0364628405945557
E01003860,Richmond upon Thames,257,51.46823031593558,-0.3101553622775527
E01003144,Lambeth,257,51.42088949958891,-0.1201956017517785
E01001074,Croydon,257,51.32981581309727,-0.1227860829154785
E01002930,Kingston upon Thames,257,51.40142457449741,-0.2606418117463129
E01000741,Bromley,257,51.414617602427626,-0.0737309315878978
E01002813,Kensington and Chelsea,257,51.49689249282873,-0.19575233347313
E01004716,Westminster,257,51.52306331135296,-0.149352083231083
E01001191,Croydon,257,51.39584001183055,-0.0713772654265073
E01001354,Ealing,257,51.50818151557876,-0.2805911770542861
E01000160,Barnet,256,51.61233941562737,-0.14448924358861
E01003359,Merton,256,51.4170084297031,-0.1844277343944076
E01004470,Waltham Forest,256,51.5895007876789,-0.0064503038733698
E01001506,Enfield,256,51.64402016592851,-0.0242200985934057
E01004646,Westminster,256,51.53723222082011,-0.1808839255605875
E01002860,Kensington and Chelsea,256,51.49508261121,-0.1640389204249427
E01003061,Lambeth,256,51.46529670478439,-0.115806774293718
E01002446,Hillingdon,256,51.49136195428388,-0.4651465750391391
E01000322,Barnet,256,51.616298903747975,-0.1703233952522981
E01002643,Hounslow,256,51.472698761151534,-0.3476459899662358
E01003770,Redbridge,256,51.57780330489188,0.1104396298138632
E01004461,Waltham Forest,256,51.5886132879785,-0.0390624437959347
E01004040,Southwark,256,51.48712277300545,-0.0719797701502907
E01001962,Haringey,255,51.60723890350173,-0.1396166050651539
E01004514,Wandsworth,255,51.45794349657551,-0.1884579066375069
E01000042,Barking and Dagenham,255,51.53680547739441,0.1067138570519674
E01033570,Richmond upon Thames,255,51.47808291286756,-0.2771114241934955
E01033713,Hackney,255,51.55416745439217,-0.0612542557399979
E01001499,Enfield,255,51.61747875608863,-0.092650726346793
E01002350,Havering,255,51.57027295702486,0.1858142437316183
E01003278,Lewisham,255,51.465726383684085,-0.0198246112364272
E01000504,Brent,255,51.55189046815557,-0.2254022104419292
E01003653,Redbridge,255,51.57844644054259,0.0686152833272357
E01001700,Greenwich,255,51.48348812663333,0.071050172430248
E01004348,Waltham Forest,254,51.5930276119174,-0.0062079652960642
E01001165,Croydon,254,51.37150899814877,-0.113007895155164
E01003347,Lewisham,254,51.433740561865946,0.0013634093345783
E01001312,Ealing,254,51.55447484881775,-0.3350599323986213
E01000891,Camden,254,51.551240355800616,-0.1517546052315755
E01003751,Redbridge,254,51.57619149084535,0.1031590193968633
E01000895,Camden,254,51.55522079482931,-0.1769006143196679
E01004684,Westminster,254,51.51672185578509,-0.1687293443447218
E01002310,Havering,254,51.595206683237,0.2152149733919923
E01003897,Richmond upon Thames,254,51.4474927445345,-0.3314261333347196
E01002379,Havering,254,51.58111741559676,0.2069511881511052
E01002677,Hounslow,254,51.47495000446711,-0.3438363495717363
E01003056,Lambeth,254,51.46272111262256,-0.1253685185791614
E01003460,Merton,254,51.42954634249891,-0.2365126469482126
E01003054,Lambeth,253,51.4627354096604,-0.1319834197940599
E01002559,Hounslow,253,51.44659183779686,-0.4489271674245041
E01001730,Hackney,253,51.54605818393121,-0.0457526070096976
E01002578,Hounslow,253,51.4816761489691,-0.2645904156973261
E01002358,Havering,253,51.57394001564093,0.1898764806334985
E01001180,Croydon,253,51.38695436346623,-0.1198675544746403
E01000013,Barking and Dagenham,253,51.54268157518779,0.1463870568940121
E01033738,Greenwich,253,51.48779558692726,0.0198734935503555
E01001170,Croydon,253,51.363984305032645,-0.1012759331482821
E01002589,Hounslow,252,51.46547574698439,-0.3991260327299474
E01000060,Barking and Dagenham,252,51.55820595606859,0.1608150367864441
E01001273,Ealing,252,51.51712079666867,-0.2885654060689003
E01001114,Croydon,252,51.39112618561775,-0.0916842366994748
E01001599,Greenwich,252,51.4328754484572,0.0620955713718956
E01033603,Westminster,252,51.521671394004045,-0.1660259328709186
E01000193,Barnet,252,51.61440941931848,-0.2804113885423952
E01032769,Tower Hamlets,252,51.50993301500146,-0.0412359026403215
E01002775,Islington,252,51.548142818234425,-0.0937209278094288
E01000718,Bromley,252,51.42061427503252,-0.0252344938500037
E01004496,Wandsworth,252,51.442055906246246,-0.1882478078312749
E01002720,Islington,252,51.54390437763834,-0.0922499262494821
E01002965,Kingston upon Thames,252,51.40272269268727,-0.3059317317005389
E01004311,Tower Hamlets,252,51.52849286794793,-0.0736570309667779
E01000175,Barnet,252,51.63794021634244,-0.1599901414297799
E01003272,Lewisham,251,51.46007482683876,-0.0335017606165307
E01003072,Lambeth,251,51.45811602763281,-0.0982526781354041
E01000869,Camden,251,51.54676746143016,-0.1299071375298306
E01000532,Brent,251,51.531566557134,-0.2270800772442693
E01002820,Kensington and Chelsea,251,51.49487192834555,-0.1774714987555256
E01004058,Southwark,251,51.49530164166768,-0.0323754439682571
E01000518,Brent,251,51.57961780142098,-0.2579552437864037
E01002008,Haringey,251,51.57517056884333,-0.1609948748693647
E01000866,Camden,251,51.545005698118175,-0.1396057854490545
E01000576,Brent,251,51.567508282587525,-0.2912381370735954
E01000986,Croydon,251,51.3769854202486,-0.0708008509265785
E01002529,Hillingdon,250,51.50723334884097,-0.4690119568408112
E01003248,Lewisham,250,51.48677711111625,-0.0366089972828044
E01001709,Greenwich,250,51.49241348939297,0.0374997958305015
E01000207,Barnet,250,51.58377091819303,-0.1835134799480369
E01000835,Bromley,250,51.378223197563614,-0.0165208519983598
E01001461,Enfield,250,51.62915214489232,-0.0734385191741122
E01001675,Greenwich,250,51.48658449961925,0.0891326081901733
E01000692,Bromley,250,51.41910428483087,0.0711193768469121
E01003353,Lewisham,250,51.42767828868613,-0.0047444394746356
E01000135,Barnet,250,51.56760360642846,-0.2007921190351577
E01004130,Sutton,250,51.37669046077891,-0.2074536088438276
E01002836,Kensington and Chelsea,250,51.491945688762335,-0.1843635546698321
E01004688,Westminster,250,51.5045545819288,-0.1803071114760463
E01033604,Westminster,250,51.52087059480458,-0.1695189385650323
E01002020,Haringey,249,51.59069063653356,-0.1359634017972801
E01004588,Wandsworth,249,51.46287384487394,-0.1634969038617653
E01003705,Redbridge,249,51.59301869308287,0.0809058699692354
E01000926,Camden,249,51.54967189998604,-0.1317510792329348
E01002776,Islington,249,51.54784118022661,-0.0854755011234588
E01003301,Lewisham,249,51.47837786588566,-0.0420856794587731
E01002791,Islington,249,51.544044341740936,-0.1009865237661479
E01000164,Barnet,249,51.60541413006257,-0.1521095385807895
E01003099,Lambeth,249,51.48264985280331,-0.1089966542574827
E01004304,Tower Hamlets,248,51.51319699584188,-0.059413868322117
E01004198,Tower Hamlets,248,51.53070340204409,-0.0548033179292795
E01003872,Richmond upon Thames,248,51.45923929618041,-0.3190928085003524
E01000360,Bexley,248,51.45784715357215,0.1388343086430098
E01003604,Newham,248,51.51858171737348,0.0303762062899875
E01003640,Redbridge,248,51.592960195701565,0.1177140048004543
E01001890,Hammersmith and Fulham,248,51.48669216372727,-0.2192330669242207
E01002369,Havering,248,51.5295910271342,0.1768266820228509
E01001280,Ealing,248,51.524969805968,-0.2965545434389501
E01000203,Barnet,248,51.593853448216365,-0.19000557083039
E01001986,Haringey,248,51.57697107303535,-0.1167954089014701
E01032780,Tower Hamlets,248,51.50345512756458,-0.0107741093838581
E01004560,Wandsworth,247,51.4786477604095,-0.1602530846793249
E01003108,Lambeth,247,51.48990433784333,-0.1057822868464063
E01000508,Brent,247,51.54882876575184,-0.2479101182842035
E01001110,Croydon,247,51.38350602988714,-0.0982752234318502
E01000192,Barnet,247,51.616730258027744,-0.274532701929207
E01004303,Tower Hamlets,247,51.50874009824823,-0.0469981167926362
E01002903,Kensington and Chelsea,247,51.48851090570096,-0.1636826070781601
E01002622,Hounslow,247,51.475898798062346,-0.3895216405537177
E01003288,Lewisham,247,51.46057967655376,-0.0047509147319645
E01003697,Redbridge,247,51.57470088197867,0.0486288989879445
E01002698,Islington,247,51.54358348069554,-0.1101515548026381
E01000274,Barnet,247,51.62866508799844,-0.1607088796253852
E01000221,Barnet,246,51.57438741627054,-0.2176793057404032
E01001151,Croydon,246,51.40316979386711,-0.1036520611741671
E01001854,Hammersmith and Fulham,246,51.5013025073271,-0.2204967720948028
E01004012,Southwark,246,51.48036230350202,-0.0809757400895704
E01003853,Richmond upon Thames,246,51.47040626678351,-0.2464507993436395
E01002855,Kensington and Chelsea,246,51.52097953506616,-0.2077891572980137
E01000594,Brent,246,51.59380324175363,-0.2817831830758344
E01003020,Lambeth,246,51.4587374058079,-0.1194186292844649
E01001502,Enfield,246,51.64105333621292,-0.042470554672282
E01002798,Islington,246,51.536784409579305,-0.0916842327762363
E01004381,Waltham Forest,246,51.605947609129615,-1.578770459306387e-05
E01004356,Waltham Forest,245,51.62902795414774,-0.0173084570547297
E01003523,Newham,245,51.530061331110375,0.0574076704945944
E01001177,Croydon,245,51.39099641470281,-0.1295753068753616
E01001233,Ealing,245,51.50001387750915,-0.304452975362343
E01000968,Camden,245,51.5450281746044,-0.1938169650672956
E01003531,Newham,245,51.54064546787714,0.0476830426788116
E01003190,Lewisham,245,51.42703580630162,-0.0357743752502537
E01001142,Croydon,245,51.4028885257504,-0.0774065266345037
E01000548,Brent,245,51.53889313299155,-0.1965810174457711
E01004760,Westminster,245,51.51839036248814,-0.2000945285685609
E01004272,Tower Hamlets,245,51.51804466055035,-0.0244515068544633
E01004709,Westminster,245,51.52932260510461,-0.1843528809102519
E01004707,Westminster,245,51.52721952672299,-0.1878918308107837
E01003950,Southwark,245,51.44618164610901,-0.0693612589937325
E01004468,Waltham Forest,245,51.58720987726808,0.0090632475472894
E01000116,Barnet,245,51.63336473965106,-0.1470419207669645
E01002049,Haringey,245,51.58503261889663,-0.0874750194340364
E01033701,Hackney,245,51.57103085443772,-0.0907780038674136
E01004569,Wandsworth,244,51.45098712029403,-0.2417604596664755
E01002213,Harrow,244,51.56681997082274,-0.3557361796742443
E01002393,Hillingdon,244,51.52969361870132,-0.4016073058872998
E01001853,Hammersmith and Fulham,244,51.50043577904714,-0.2241448968905119
E01001959,Hammersmith and Fulham,244,51.51230806490756,-0.2448021870880974
E01002713,Islington,244,51.54630677069766,-0.1155464629407336
E01002046,Haringey,244,51.58074522189432,-0.0821784928648746
E01000957,Camden,244,51.54091938989436,-0.1337272773798834
E01000027,Barking and Dagenham,244,51.59124833176137,0.1426544794078132
E01001222,Ealing,244,51.51318532126375,-0.3168441228917624
E01000946,Camden,244,51.52983425160564,-0.1468598102628956
E01001587,Greenwich,244,51.48074496489371,0.006859505314338
E01001729,Hackney,244,51.549948776524985,-0.0453927386520181
E01032581,Redbridge,243,51.56542673861293,0.1224976119254637
E01004099,Sutton,243,51.367463194770366,-0.1624195862827505
E01004621,Wandsworth,243,51.45449508603883,-0.1786303815729176
E01002809,Islington,243,51.564681806065394,-0.1260250045153745
E01004350,Waltham Forest,243,51.63577046791536,-0.012590951882742
E01000236,Barnet,243,51.584635094733606,-0.213280659722442
E01000075,Barking and Dagenham,243,51.54368928003481,0.1274833099584088
E01033148,Enfield,243,51.66476974502044,-0.0154303801807704
E01003839,Richmond upon Thames,243,51.41602973679368,-0.3165914979392955
E01002548,Hillingdon,243,51.51320428971715,-0.455648329095737
E01003340,Lewisham,243,51.47284956362029,-0.0420905187271541
E01000479,Brent,243,51.568375736090864,-0.2704154006747153
E01033607,Westminster,243,51.51842377745351,-0.1938990973673378
E01032771,Tower Hamlets,243,51.50287316327913,-0.0192551329103949
E01002150,Harrow,243,51.60819791650141,-0.3693172741108973
E01004036,Southwark,243,51.49181307417658,-0.0466994621314275
E01001776,Hackney,243,51.53324039163026,-0.0748647638768684
E01001451,Enfield,243,51.64833078966267,-0.0860522549089158
E01000899,Camden,242,51.56470120146139,-0.1797977929081564
E01001033,Croydon,242,51.349199005321,-0.1034317056351546
E01003556,Newham,242,51.54765901115819,0.0268710599854089
E01001113,Croydon,242,51.39338672629802,-0.0894889803338854
E01003668,Redbridge,242,51.59054229471933,0.0247033978960761
E01001759,Hackney,242,51.550462280221566,-0.0652983066687528
E01033589,Redbridge,242,51.56041031874181,0.0798797059764369
E01000591,Brent,242,51.58758529913953,-0.2754331724122281
E01001327,Ealing,242,51.539939775911726,-0.3950581578275943
E01002007,Haringey,242,51.57513382648951,-0.1455033925590961
E01003284,Lewisham,242,51.45447476737587,-0.000724985120051
E01003817,Richmond upon Thames,242,51.42882257295801,-0.2816925397960058
E01002526,Hillingdon,242,51.50438527466869,-0.4609599242963307
E01002117,Harrow,242,51.607805669642566,-0.2981240519389888
E01004072,Southwark,241,51.45340004512551,-0.0796499149077653
E01004526,Wandsworth,241,51.42463788438239,-0.1696309145947789
E01000150,Barnet,241,51.58457948470893,-0.2428523733456554
E01003092,Lambeth,241,51.47118472955243,-0.1309271196891924
E01004223,Tower Hamlets,241,51.5404441992096,-0.0329733760178997
E01004697,Westminster,241,51.51541022694601,-0.1818441151064984
E01004472,Wandsworth,241,51.449429986092525,-0.1515336738882842
E01001855,Hammersmith and Fulham,241,51.49955593294797,-0.2140167935208136
E01001828,Hackney,241,51.56685533070371,-0.0535284359767203
E01002033,Haringey,241,51.59736829805588,-0.1034897458609646
E01002507,Hillingdon,241,51.50488456082525,-0.4079311391555503
E01000159,Barnet,241,51.61801638446566,-0.1579389490112078
E01001535,Enfield,241,51.61634761617032,-0.1227069703562128
E01004284,Tower Hamlets,241,51.51921689033625,-0.0403949999988685
E01004283,Tower Hamlets,241,51.51804858515235,-0.0474222858842658
E01003591,Newham,241,51.551422679262295,0.0489001921788031
E01004318,Tower Hamlets,240,51.5304274021426,-0.0703755820288851
E01002417,Hillingdon,240,51.57591824890327,-0.4022827732702423
E01001479,Enfield,240,51.63443823120405,-0.056199543232148
E01002400,Hillingdon,240,51.51570424343203,-0.4456289101162954
E01000202,Barnet,240,51.59400701351928,-0.1942950593189545
E01003257,Lewisham,240,51.43785766970094,-0.061409741030537
E01000267,Barnet,240,51.64117055048372,-0.1730323688483663
E01004377,Waltham Forest,240,51.59826594662084,0.0082852405498267
E01002577,Hounslow,240,51.4853725655977,-0.25980742802128
E01003210,Lewisham,240,51.47015392020365,-0.0297223681354021
E01000480,Brent,240,51.56884409748821,-0.2801889774894662
E01000739,Bromley,240,51.40025529477121,0.1068199982730372
E01004037,Southwark,240,51.48982707083009,-0.0589254942908237
E01001770,Hackney,240,51.55793527194365,-0.0578237432328286
E01000624,Brent,240,51.57404750425304,-0.2545536063066295
E01001358,Ealing,240,51.50018098663229,-0.2747647340674981
E01033733,Greenwich,240,51.49430066845583,0.0196080983905338
E01003129,Lambeth,239,51.47858758482755,-0.1221733011616728
E01002190,Harrow,239,51.60980118397494,-0.3944764118623732
E01000218,Barnet,239,51.57797748617759,-0.2039222266233753
E01001834,Hackney,239,51.55542169108503,-0.0761023398881102
E01032584,Southwark,239,51.49929750797856,-0.107683460487814
E01001822,Hackney,239,51.565093985553496,-0.0584640341807595
E01003062,Lambeth,239,51.4214596186992,-0.0824697852871206
E01004432,Waltham Forest,239,51.56855748763863,-0.0112014063807431
E01004723,Westminster,239,51.531946189706176,-0.2047213243488936
E01000728,Bromley,239,51.40731084803783,0.1280092321984466
E01001901,Hammersmith and Fulham,239,51.47910879320399,-0.2068460566115904
E01000742,Bromley,239,51.41709153743171,-0.0641931302290513
E01000590,Brent,238,51.59009030464037,-0.2690800724905235
E01003282,Lewisham,238,51.456459311879954,-0.0048628115957876
E01003066,Lambeth,238,51.43142131818583,-0.0992665875708181
E01004639,Wandsworth,238,51.46231965933913,-0.2336093465639286
E01002112,Harrow,238,51.62360079528302,-0.300884938688042
E01004540,Wandsworth,238,51.47204098139961,-0.161991620607867
E01003507,Newham,238,51.52150143717362,0.0248957820521311
E01000901,Camden,238,51.548784581312844,-0.1492549888895622
E01000942,Camden,238,51.52809679681319,-0.1265039054469468
E01002628,Hounslow,238,51.48226708599885,-0.3704349050163293
E01002793,Islington,238,51.5401230751707,-0.0992233934280658
E01003329,Lewisham,238,51.43087386022173,-0.0555427230284179
E01002045,Haringey,237,51.58225689382638,-0.0854810148265666
E01004638,Wandsworth,237,51.45881490043243,-0.2302015737260388
E01000204,Barnet,237,51.60169391392554,-0.1988822494195348
E01003701,Redbridge,237,51.59004727226427,0.0856859381934458
E01003789,Redbridge,237,51.57310514905276,0.0265579392589551
E01002244,Havering,237,51.57948313821566,0.1651928205136469
E01004341,Waltham Forest,237,51.559617477677,0.0057265998695395
E01002810,Islington,237,51.56268410839053,-0.1231951846447697
E01004718,Westminster,237,51.52722345828485,-0.2047704833832369
